;lastpage;seed;age;colorVision;gender;gender[other];experienceAI_none;experienceAI_media;experienceAI__privateLife;experienceAI_work;experienceAI_relatedCourse;experienceAI_research;experienceAI_other;experienceHealth_none;experienceHealth_interested;experienceHealth_work;experienceHealth_doctor;experienceHealth_pulmonologist;experienceHealth_research;experienceHealth_xRays;experienceHealth_other;outcomeAI[1];condition;slider1;ownPrediction1;ownConfidence1[howConfident];aiPrediction1;confidence1[howConfident];justification1;slider2;ownPrediction2;ownConfidence2[howConfident];aiPrediction2;confidence2[howConfident];justification2;slider3;ownPrediction3;ownConfidence3[howConfident];aiPrediction3;confidence3[howConfident];justification3;slider4;ownPrediction4;ownConfidence4[howConfident];aiPrediction4;confidence4[howConfident];justification4;slider5;ownPrediction5;ownConfidence5[howConfident];aiPrediction5;confidence5[howConfident];justification5;slider6;ownPrediction6;ownConfidence6[howConfident];aiPrediction6;confidence6[howConfident];justification6;slider7;ownPrediction7;ownConfidence7[howConfident];aiPrediction7;confidence7[howConfident];justification7;slider8;ownPrediction8;ownConfidence8[howConfident];aiPrediction8;confidence8[howConfident];justification8;slider9;ownPrediction9;ownConfidence9[howConfident];aiPrediction9;confidence9[howConfident];justification9;slider10;ownPrediction10;ownConfidence10[howConfident];aiPrediction10;confidence10[howConfident];justification10;slider11;ownPrediction11;ownConfidence11[howConfident];aiPrediction11;confidence11[howConfident];justification11;slider12;ownPrediction12;ownConfidence12[howConfident];aiPrediction12;confidence12[howConfident];justification12;featurePneumonia;featureHealthy;explSatisfaction_makeDecision;explSatisfaction_satisfying;explSatisfaction_detail;explSatisfaction_complete;explSatisfaction_usefulToPredictAi;explSatisfaction_trust;TrustRating_trust;TrustRating_rely;CompetenceRating[1];EmotionRating_Anger;EmotionRating_Easygoing;EmotionRating_Happy;EmotionRating_ChilledOut;EmotionRating_Mad;EmotionRating_Satisfaction;EmotionRating_Calm;EmotionRating_Relaxation;EmotionRating_Enjoyment;EmotionRating_Pissed;EmotionRating_Liking;PracticalApplRating[1];PracticalApplAreas_additionToMedicalPersonel;PracticalApplAreas_diagnosis;PracticalApplAreas_supportForMedicalExplanation;PracticalApplAreas_routineExaminations;PracticalApplAreas_screeningAtHome;PracticalApplAreas_other;comment;totalTime;predictionTime1;predictionTime2;predictionTime3;predictionTime4;predictionTime5;predictionTime6;predictionTime7;predictionTime8;predictionTime9;predictionTime10;predictionTime11;predictionTime12;lastPageTime;ownPrediction1_correct;ownPrediction2_correct;ownPrediction3_correct;ownPrediction4_correct;ownPrediction5_correct;ownPrediction6_correct;ownPrediction7_correct;ownPrediction8_correct;ownPrediction9_correct;ownPrediction10_correct;ownPrediction11_correct;ownPrediction12_correct;aiPrediction1_correct;aiPrediction2_correct;aiPrediction3_correct;aiPrediction4_correct;aiPrediction5_correct;aiPrediction6_correct;aiPrediction7_correct;aiPrediction8_correct;aiPrediction9_correct;aiPrediction10_correct;aiPrediction11_correct;aiPrediction12_correct;correctOwnPredictionsTotal;correctAiPredictionsTotal;ignored_sliders;ownPred=AiPred;correct_own_Predictions_percent;correct_Ai_Predictions_percent;correct_Predictions_ForWrongAi_percent;correct_Predictions_ForCorrectAi_percent;meanConfidence;correctMeanConfidence;falseMeanConfidence;TimePrediction_mean;explSatisfaction_mean;Trust_mean;Anger_mean;Happy_mean;Relaxation_mean
129;18;2080545721;40.0;N;2.0;;;;Y;Y;;;;;Y;;;;;;;4.0;1;0.97;sick;3.0;sick;3.0;Location, size and shape of the green heat map.;0.54;sick;3.0;healt;3.0;Location of green heat map.;1.0;sick;4.0;sick;3.0;Location, size and shape of green heat map.;0.45;sick;3.0;sick;3.0;Location of heat map.;0.87;healt;3.0;healt;3.0;Location of heat map.;0.4;sick;3.0;sick;3.0;Location of heat map.;0.46;sick;3.0;sick;3.0;Location of heat map.;0.62;healt;3.0;sick;3.0;Location, size and shape of heat map.;0.82;healt;3.0;healt;3.0;Location, size and shape of green heat map.;0.86;sick;3.0;sick;3.0;Location of heat map.;0.36;sick;4.0;sick;3.0;Location, size and shape of green heat map.;1.0;sick;3.0;sick;3.0;Location of heat map.;Heat map locations for example being low down or higher up.;Location of heat map being lower down.;3.0;3.0;3.0;3.0;4.0;3.0;3.0;3.0;5.0;1.0;6.0;4.0;5.0;1.0;4.0;6.0;5.0;4.0;1.0;5.0;3.0;Y;Y;Y;Y;;;None.;1784.45;311.57;63.82;114.07;44.96;63.6;42.61;43.01;71.03;147.54;55.15;109.62;60.26;184.27;1;1;1;0;1;0;0;1;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;9;5;0;0.8333333333333334;0.75;0.4166666666666667;0.3333333333333333;0.5;3.0;3.0;3.0;93.93666666666667;3.1666666666666665;3.0;1.0;4.25;5.5
130;18;1626701554;28.0;N;2.0;;;Y;;;;;;Y;;;;;;;;4.0;0;1.0;sick;5.0;sick;4.0;;1.0;sick;3.0;healt;3.0;;1.0;sick;3.0;healt;2.0;;1.0;healt;4.0;sick;3.0;;1.0;healt;2.0;healt;2.0;;1.0;sick;4.0;sick;4.0;;1.0;sick;5.0;sick;4.0;;1.0;healt;1.0;healt;1.0;;1.0;healt;5.0;healt;4.0;;1.0;sick;4.0;sick;4.0;;0.87;sick;2.0;sick;2.0;;1.0;healt;1.0;healt;1.0;;Shaded areas;Black areas;1.0;1.0;3.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;Y;;;;;;;1878.33;144.16;37.15;244.41;110.06;47.74;46.96;43.08;26.88;54.53;67.24;60.15;17.65;318.97;1;1;1;1;1;0;0;1;1;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;9;6;0;0.75;0.75;0.5;0.5;0.5;2.8333333333333335;2.8333333333333335;2.8333333333333335;75.00083333333333;1.6666666666666667;2.0;1.0;1.0;1.0
132;18;1325734984;26.0;N;2.0;;;Y;Y;Y;;;;Y;;;;;;;;5.0;2;1.0;sick;6.0;sick;6.0;When you move the slider to the right, I notice the  lungs appear less cloudy. In previous examples, AI always labels the cloudy appearance in lungs as suffering from pneumonia.;1.0;sick;7.0;sick;7.0;AI always chooses suffering from pneumonia when the area around the lungs is foggy.;1.0;sick;7.0;sick;7.0;The area around the lungs is cloudy, an indication the user has pneumonia.;1.0;sick;6.0;sick;6.0;AI always chooses the foggier xray as suffering from pneumonia.;1.0;sick;7.0;sick;7.0;When you move the slider to the right, the image becomes clearer, which is an indication from previous examples that the person is suffering from pneumonia.;1.0;sick;7.0;sick;7.0;The image has more foggy in the left side, indicating the person suffers from pneumonia. From previous examples, AI always chooses these images to be suffering from pneumonia.;1.0;healt;7.0;healt;7.0;AI always chooses not suffering from pneumonia, when the  area around the lungs is clearer.;1.0;healt;7.0;healt;7.0;When the area around the lungs is clearer than the right side image, AI always chooses not suffering from pneumonia.;0.99;healt;7.0;healt;7.0;The  area around the lungs is more clear, and becomes foggy when the slider is moved to the right.;1.0;healt;4.0;healt;4.0;When you move the slider to the right, the lung area gets more cloudy, however the original image also has the same feature.;1.0;healt;7.0;healt;7.0;The area around the lungs become less clear when you move the slider to the right.;1.0;healt;7.0;healt;7.0;The area around the lungs becomes less clear when the slider is moved to the right, an indication the person does not gave pneumonia.;The AI focuses on whether the area around the lungs is foggier than the modified image.;The AI selects the xray that has a clearer and less cloudy area around the lungs.;4.0;4.0;3.0;3.0;4.0;4.0;4.0;3.0;8.0;1.0;4.0;4.0;4.0;1.0;4.0;4.0;4.0;4.0;1.0;4.0;3.0;;;;Y;Y;;;1652.96;123.83;41.93;38.4;45.18;81.29;91.66;53.11;46.73;44.02;128.45;56.0;67.16;192.21;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;12;0;1.0;0.5;1.0;1.0;1.0;6.583333333333333;6.583333333333333;NaN;68.14666666666666;3.6666666666666665;3.5;1.0;4.0;4.0
133;18;290349112;31.0;N;1.0;;;Y;;;;;;Y;;;;;;;;4.0;0;1.0;sick;5.0;sick;6.0;The lungs look light and cloudy;1.0;healt;2.0;healt;2.0;The heatmap is not focused on the lungs ;1.0;sick;6.0;sick;6.0;There is a lot of white areas in both lungs;1.0;healt;6.0;healt;6.0;The lungs look healthy;1.0;sick;5.0;sick;6.0;There is a lot of heatmap on the right lung;1.0;healt;4.0;healt;4.0;Their lung looks a bit cloudy but not sure if it is enough for pneumonia;1.0;healt;5.0;healt;5.0;The heatmap on the lung shows dark areas;1.0;healt;3.0;healt;3.0;There is not much highlighted on the heatmap;1.0;healt;2.0;healt;3.0;The lung look a bit damaged but possibly not enough for pneumonia;1.0;sick;6.0;sick;6.0;The lung looks cloudy;1.0;healt;6.0;healt;6.0;The lungs look dark;1.0;healt;5.0;healt;5.0;The lungs look dark and healthy;The colour of the lung and any damage.;I think it looks for a dark colour that means the lungs are healthy.;4.0;4.0;3.0;4.0;5.0;4.0;4.0;4.0;7.0;1.0;2.0;2.0;2.0;1.0;5.0;5.0;4.0;5.0;1.0;5.0;5.0;Y;;Y;Y;Y;;no;1219.86;73.96;50.88;56.7;45.19;55.74;67.01;41.03;110.97;63.21;31.41;30.47;37.45;183.86;1;0;1;1;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;1;0;1;1;8;8;0;1.0;0.6666666666666666;0.6666666666666666;0.5;0.8333333333333334;4.833333333333333;5.0;4.5;55.33500000000001;4.0;4.0;1.0;4.25;3.25
137;18;1499781181;28.0;N;2.0;;;Y;;;;;;;;;;;;;I used to work in health care;2.0;0;1.0;sick;5.0;sick;4.0;It's only highlighted one lung and one section of it in particular so there must be something different occurring there than in the rest of the lungs.;1.0;sick;6.0;sick;2.0;Both lungs are quite clouded so maybe the AI had to use difference in the bottoms of the lungs and back,;1.0;healt;5.0;healt;5.0;The lungs, heart and abdomen are all highlighted at a similar rate which suggests that the whole chest is healthy.;1.0;healt;3.0;sick;2.0;Green parts could show the edges of what the AI thinks is pneumonia,;1.0;sick;5.0;healt;5.0;The heat map travels up and out of the patient's neck and onto the table to the AI would measure this as not the patient but an anomoly.;1.0;sick;4.0;sick;4.0;Highlighted the darker parts of the lungs (healthier) and the heart and spine so parts that aren't highlighted are effected.;1.0;sick;4.0;sick;3.0;Although there are significant heat patches in other areas than the lungs, the most prominent part was in the lungs.;1.0;healt;6.0;healt;2.0;There is lots of green under the arms and other small places over the rest of the body. However, some of those are around the lungs so the AI could gone from that too if it discounted the underarms somehow.;1.0;healt;4.0;healt;4.0;Underarms and spine were heated up ate the same rate as the lungs which suggests there is no pneumonia.;1.0;sick;4.0;healt;2.0;Although the right lung was a brighter shade of green that the abdomen and heart, the AI could have taken the abdo and heart green into account and thought that it didn't mean pneumonia for the lung.;1.0;healt;5.0;sick;5.0;A large part of the green heat map is covering the left lung.;1.0;sick;5.0;sick;5.0;Only section highlighted is the lungs;Darker and lighter areas of the lungs compared to other parts of body.;Other areas than the lungs to see what's occurring there.;3.0;2.0;2.0;2.0;2.0;3.0;2.0;1.0;3.0;3.0;1.0;2.0;1.0;2.0;3.0;2.0;1.0;3.0;3.0;2.0;3.0;Y;Y;Y;;;;I found it quite hard but I think it would be useful for healthcare professionals, just as a way to be 100% sure on diagnosis. Not for online screening at home though. I found it confusing and I have some experience in hospitals. I think it would cause more confusion that good!;5035.34;1027.43;444.42;144.52;336.63;309.61;182.1;358.05;447.86;200.86;169.48;142.62;222.89;415.22;1;1;0;1;0;0;0;1;1;1;0;1;1;1;0;1;0;1;0;1;1;1;0;0;7;7;0;0.6666666666666666;0.5833333333333334;0.5833333333333334;0.5;0.6666666666666666;3.5833333333333335;2.857142857142857;4.6;332.2058333333334;2.3333333333333335;1.5;2.6666666666666665;2.5;1.25
139;18;1424531753;29.0;N;2.0;;;Y;Y;;;Y;;;Y;;;;;;;5.0;0;1.0;sick;6.0;sick;6.0;;1.0;sick;7.0;sick;5.0;;1.0;sick;6.0;sick;6.0;;1.0;healt;6.0;healt;6.0;;1.0;sick;6.0;sick;6.0;;1.0;sick;6.0;sick;6.0;;1.0;sick;5.0;sick;5.0;;1.0;healt;5.0;healt;5.0;;1.0;healt;6.0;healt;5.0;;1.0;sick;7.0;sick;6.0;;1.0;healt;6.0;healt;6.0;;1.0;healt;6.0;healt;6.0;;The border of the organs, and sometimes it gets confused by the medical equipment.;The border of the organs and the cleanness of the lungs area.;3.0;2.0;1.0;1.0;3.0;3.0;2.0;2.0;10.0;1.0;5.0;3.0;3.0;1.0;6.0;3.0;3.0;6.0;1.0;6.0;5.0;Y;Y;Y;Y;Y;;;1026.86;86.17;20.47;40.03;29.12;36.43;21.72;21.14;17.05;19.1;24.73;27.62;14.95;251.94;1;1;1;1;0;0;0;1;1;1;0;0;1;1;1;0;1;1;0;1;1;0;1;1;7;9;0;1.0;0.5833333333333334;0.75;0.6666666666666666;0.8333333333333334;5.666666666666667;5.666666666666667;5.666666666666667;29.87750000000001;2.1666666666666665;2.0;1.0;5.25;3.5
141;18;1832867964;30.0;N;1.0;;;Y;;;;;;;Y;;;;;;;4.0;2;0.98;sick;7.0;sick;5.0;Has clear white abnormalities on the original x-ray;-1.0;sick;6.0;sick;6.0;Clear white shadows are over the lung;-1.0;healt;6.0;healt;6.0;No signs detected;1.0;healt;5.0;healt;5.0;No clear white abnormalities are present;-1.0;sick;6.0;sick;6.0;Minor striations of white shadows across the lung;1.0;sick;6.0;sick;6.0;Clear white abnormalities are shown on the original image before sliding the bar to the right;1.0;sick;5.0;sick;5.0;Edges of lung are undefined with some white shades that could indicate disease ;1.0;sick;6.0;healt;6.0;White abnormalities are present;-1.0;sick;6.0;sick;6.0;White Shadow striations are noticeable  ;-1.0;sick;5.0;sick;5.0;Large amounts of lung are not clearly obvious. Large amounts of white abnormalities ;-1.0;healt;5.0;healt;5.0;No white abnormalities present;1.0;sick;5.0;sick;5.0;White striations are clear on the x-ray and non defined edges are present.;White shadow abnormalities and the level of definition from the lungs.;Clear and well defined edges of the lungs;4.0;4.0;3.0;3.0;3.0;4.0;3.0;3.0;5.0;2.0;5.0;4.0;5.0;1.0;4.0;4.0;4.0;5.0;1.0;4.0;2.0;;Y;;;Y;;;1542.57;103.56;42.45;40.12;131.57;62.14;108.81;70.57;74.54;71.97;87.6;90.4;121.83;169.1;1;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;1;1;0;1;0;0;1;0;5;6;6;0.8333333333333334;0.5;0.5;0.3333333333333333;0.6666666666666666;5.333333333333333;5.666666666666667;5.0;101.81333333333333;3.5;3.0;1.3333333333333333;4.25;4.5
142;18;1483764437;56.0;N;1.0;;;Y;;;;;;;Y;;;;;;;4.0;0;1.0;sick;4.0;sick;4.0;because the central part of the right lung is bright green;1.0;healt;3.0;healt;2.0;although the lung is cloudy looking and there is green shading on the heat map it is not very bright;1.0;sick;6.0;sick;6.0;there is significant green shading;1.0;healt;5.0;healt;5.0;the green shading is not significant in the central part of the right lung;1.0;healt;3.0;healt;1.0;bright green for heat but it is not concentrated in the lung so is probable external;1.0;sick;5.0;sick;5.0;because there is significant green shading in the central part of the lungs;1.0;healt;4.0;healt;4.0;because the central part of the lungs are shaded green significantly. the is in areas adjacent to the lungs;1.0;healt;6.0;healt;5.0;because there is not significant shading;1.0;sick;6.0;sick;6.0;there is significant green shading in the left lung;1.0;sick;5.0;sick;5.0;the green shading to the right lung is bright;1.0;sick;4.0;sick;4.0;bright shading in left lung;1.0;sick;5.0;sick;4.0;presence of heat shading;the site and intensity if the green shading;low intensity shading in the central part of the lung;4.0;3.0;2.0;3.0;4.0;3.0;3.0;3.0;4.0;1.0;2.0;3.0;2.0;1.0;4.0;4.0;2.0;5.0;1.0;5.0;4.0;Y;Y;Y;Y;;;Interesting exercise ;1597.18;232.53;109.52;30.42;53.7;97.69;107.36;101.4;45.92;45.78;68.94;114.02;41.15;224.71;1;0;1;1;1;0;1;1;0;1;1;1;1;0;1;0;0;1;1;1;0;0;0;0;9;5;0;1.0;0.75;0.4166666666666667;0.16666666666666666;0.6666666666666666;4.25;4.8;3.857142857142857;87.36916666666667;3.1666666666666665;3.0;1.0;4.25;2.5
143;18;1643284890;36.0;N;2.0;;;Y;Y;;;;;Y;Y;;;;;;;2.0;2;1.0;sick;7.0;sick;7.0;The xray shows a pair of lungs that have a cloudy, white aspect, which resembles the images of infected lungs shown as examples at the beginning of this survey. Moving the slider to view the counterfactual image on the right, shows clear lungs.;1.0;sick;7.0;sick;7.0;The lungs are extremely cloudy and white, so much so that the definition of the component parts of the skeleton and organs blur into one, so I am sure that the AI would detect this as a definite case. Moving the slider to the right also shows a potentially infected pair of lungs. ;1.0;sick;7.0;sick;7.0;The lungs appear cloudy and white in the xray as shown in the original example xrays provided at the beginning of this survey. ;1.0;sick;5.0;sick;6.0;The xray image on the left is cloudy and white, though faintly. The counterfactual image on the right is clearer.;1.0;sick;5.0;sick;5.0;The xray image shows fibrous white clouds in the lungs, although faint. Moving the slider to view the counterfactual image, results in a clear pair of lungs.;1.0;sick;7.0;sick;7.0;The xray on the left shows a clouded white pair of lungs, whilst the counterfactual image on the right shows a clear pair of lungs. ;1.0;healt;3.0;healt;3.0;"The xray shows a fairly clear pair of lungs, on moving the slider to the right to view the counterfactual image; a much cloudier image is seen. I am not confident because I think the image could be blurred.";1.0;healt;6.0;healt;6.0;The xray image shows a much clearer pair of lungs than the counterfactual image on the right. ;1.0;sick;5.0;healt;7.0;The xray image is much darker and therefore clearer and healthier to the AI. To human eyes these lungs still look cloudy and potentially show pneumonia. Moving the slider to the counterfactual image, shows a much more cloudy, whited out pair of lungs.;1.0;healt;3.0;sick;3.0;"The xray image potentially shows a healthy pair of lungs but the image is rather blurry so the AI will likely have predicted pneumonia. 
When I move the slider to the right to show the counterfactual image, the lungs are far cloudier and whited out.";1.0;sick;5.0;healt;5.0;The xray on the left shows a darker and therefore clearer pair of lungs to the AI. Moving the slider to the right shows a whited out counterfactual image that would more likely be pneumonia. ;1.0;healt;4.0;healt;5.0;The xray image shows a dark, clear healthy pair of lungs. The counterfactual image on the right is much cloudier and whiter and more likely to be pneumonia.;When predicting pneumonia I think the AI pays attention to the colour of the lungs, and the contrast between surrounding bones and organs. If the lungs are whiter and blend in with the surrounding organs and bones, the AI will predict pneumonia. ;The AI looks for a darker coloured pair of lungs with sharper contrast colour against the surrounding bones and organs. ;5.0;4.0;4.0;3.0;5.0;5.0;4.0;4.0;8.0;1.0;5.0;4.0;5.0;1.0;6.0;6.0;5.0;5.0;1.0;6.0;4.0;Y;Y;Y;;;;;3816.02;299.67;293.46;191.41;145.58;210.02;105.43;290.01;106.5;181.59;285.91;302.0;191.18;412.52;1;1;1;0;0;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;6;11;0;0.75;0.5;0.9166666666666666;0.8333333333333334;1.0;5.666666666666667;5.909090909090909;3.0;216.89666666666665;4.333333333333333;4.0;1.0;5.25;5.25
144;18;1789923331;34.0;N;2.0;;;Y;;;;;;Y;;;;;;;;4.0;0;1.0;healt;4.0;healt;4.0;It has highlighted the darker areas, however it's marked a few of the wires too;1.0;sick;6.0;healt;5.0;Used the area between the body and the arm;1.0;healt;5.0;healt;4.0;AI has used the spine in its basis but has also highlighted the dark areas;1.0;healt;4.0;healt;4.0;AI used areas outside of the lung;1.0;healt;5.0;healt;4.0;AI had large focus on the heart and the spine;1.0;healt;4.0;healt;4.0;AI looked at large parts of the lung but also the heart;1.0;healt;5.0;sick;4.0;AI has used the shoulders as a basis;1.0;healt;4.0;healt;3.0;AI has based it's decision on the gap between the arm and chest rather than the lung;1.0;healt;4.0;healt;3.0;AI has used the dark between the arm and the body;1.0;sick;3.0;sick;3.0;Highlighted parts that are lighter but has also included the wires;1.0;sick;4.0;sick;4.0;AI looked at multiple areas of the lung rather than focusing on one part;1.0;sick;4.0;sick;4.0;Highlighted areas that are 'misty';AI looks for the lighter areas but can sometimes mean it sees bones  including the spine instead;Looking for large section of dark, which can mean that it looks outside of the lungs too.;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;7.0;3.0;5.0;4.0;4.0;1.0;5.0;5.0;4.0;4.0;1.0;4.0;5.0;Y;Y;Y;Y;;;;1293.89;131.69;86.7;126.71;56.83;41.59;47.46;66.96;74.54;60.31;66.23;50.17;57.11;137.12;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;10;2;0;0.8333333333333334;0.8333333333333334;0.16666666666666666;0.0;0.3333333333333333;3.8333333333333335;3.0;4.0;72.19166666666666;4.0;3.5;1.6666666666666667;4.25;4.5
145;18;1714816470;33.0;N;1.0;;;Y;;;Y;;;;Y;;;;;;;4.0;2;1.0;sick;6.0;sick;5.0;white area on lung;1.0;sick;4.0;sick;2.0;;1.0;sick;4.0;sick;5.0;;-1.0;healt;5.0;healt;6.0;white area on lung;1.0;sick;6.0;sick;6.0;white area on lung;1.0;sick;5.0;sick;4.0;;1.0;healt;4.0;sick;5.0;;1.0;healt;5.0;healt;5.0;;1.0;healt;5.0;healt;5.0;white area on lung;1.0;sick;4.0;sick;5.0;;1.0;sick;3.0;sick;2.0;white area on lung;1.0;healt;5.0;healt;5.0;;white area on the diagram;clean area on the lung;3.0;4.0;3.0;4.0;4.0;4.0;2.0;2.0;8.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;5.0;2.0;5.0;5.0;4.0;Y;;Y;;;;;719.7;52.05;11.95;9.98;11.86;24.46;13.24;25.18;11.72;65.14;11.9;35.93;9.73;82.49;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;0;1;9;8;1;0.9090909090909091;0.7272727272727273;0.7272727272727273;0.6;0.8333333333333334;4.454545454545454;4.625;4.0;24.66181818181818;3.6666666666666665;2.0;4.0;3.25;3.5
146;18;643770777;44.0;N;1.0;;Y;;;;;;;;Y;;;;;;;4.0;0;1.0;sick;5.0;sick;5.0;The areas of the lung which are normally clear, are clouded.;1.0;sick;6.0;healt;2.0;The AI was not focusing on the right area.;1.0;sick;5.0;healt;5.0;The lungs are clear in the areas the AI is focusing on.;1.0;healt;6.0;healt;6.0;The lungs are clear.;1.0;sick;5.0;healt;2.0;The AI is focusing on the area that is clear.;1.0;sick;6.0;sick;6.0;The lungs are clouded.;1.0;sick;6.0;sick;5.0;The lungs are very clouded.;1.0;sick;5.0;healt;4.0;The areas highlighted by the AI are not very clouded.;0.99;sick;5.0;healt;2.0;The areas that the AI was focusing on were not clouded.;1.0;sick;7.0;sick;6.0;The lungs are very clouded.;1.0;sick;5.0;sick;5.0;The area that the AI is focusing on is clouded.;1.0;healt;5.0;healt;5.0;The areas that the AI is focusing on are not clouded.;It pays attention to how certain are clear or clouded certain areas of the lungs are.;It pays attention to how clear the lungs are.;3.0;3.0;3.0;2.0;4.0;4.0;2.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;3.0;Y;Y;Y;;;;no;1395.0;105.48;59.63;84.92;33.71;90.56;22.39;33.23;45.96;66.37;45.46;53.25;94.95;210.22;1;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;1;0;0;1;6;5;0;0.5833333333333334;0.5;0.4166666666666667;0.3333333333333333;0.5;4.416666666666667;4.4;4.428571428571429;61.32583333333334;3.1666666666666665;2.0;1.0;1.25;1.5
148;18;733682058;66.0;N;1.0;;;Y;;;;;;;Y;;;;;;;3.0;2;1.0;sick;7.0;sick;5.0;The presence of white, fiber-like material in the bottom and middle of the lungs.;1.0;sick;7.0;sick;6.0;The presence of white, fiber-like material that covers the lungs.;1.0;sick;7.0;sick;6.0;The presence of white, fiber-like material in the center of the lungs.;0.99;healt;7.0;healt;6.0;The lack of white, fiber-like material in the lungs.;1.0;sick;7.0;sick;6.0;The presence of white, fiber-like material in the bottom and center of the lungs.;1.0;sick;6.0;sick;6.0;The presence of white, fiber-like material in the bottom and center of the lungs.;1.0;sick;5.0;sick;5.0;The presence of white, fiber-like material on the sides of the lungs.;1.0;healt;6.0;healt;5.0;The lack of white, fiber-like material in the lungs.;1.0;healt;6.0;healt;6.0;There is a lack of the white, fiber-like material on the lungs.;1.0;sick;7.0;sick;6.0;The presence of white, fiber-like material that covers most of the lungs.;1.0;healt;7.0;healt;6.0;The lack of white, fiber-like material in the lungs.;1.0;healt;6.0;healt;6.0;There is a lack of the white, fiber-like material on the lungs.;The presence of white, fiber-like material in the lungs.;The absence of white, fiber-like material in the lungs.;4.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;6.0;1.0;4.0;1.0;4.0;1.0;3.0;4.0;4.0;1.0;1.0;1.0;3.0;;;;Y;;;general is misspelled;1835.64;131.24;77.38;79.16;57.38;59.47;58.48;100.5;105.7;94.27;88.0;63.5;115.22;284.45;1;1;1;1;0;0;0;1;1;1;0;0;1;1;1;0;1;1;0;1;1;0;1;1;7;9;0;1.0;0.5833333333333334;0.75;0.6666666666666666;0.8333333333333334;5.75;5.777777777777778;5.666666666666667;85.85833333333333;2.6666666666666665;3.0;1.0;1.5;4.0
149;18;1764198459;33.0;N;2.0;;;Y;Y;Y;;;;;Y;;;;;;;4.0;1;1.0;sick;6.0;sick;6.0;its look like infected;1.0;sick;6.0;healt;6.0;Its look like not infected through AI ;1.0;healt;6.0;healt;6.0;both decision look same;1.0;healt;6.0;sick;4.0;its look like infected through these green patches ;1.0;healt;7.0;healt;6.0;its look like not infected ;1.0;sick;6.0;sick;6.0;its look infected;1.0;sick;6.0;healt;6.0;my view is different than AI;1.0;healt;7.0;sick;6.0;because its showing only little green marks thats why;1.0;healt;6.0;healt;6.0;my annalist is same like AI ;1.0;sick;6.0;sick;6.0;its infected;1.0;healt;6.0;healt;6.0;same decision my and AI;1.0;sick;5.0;sick;5.0;its look like infected ;most of time;sometime;4.0;5.0;5.0;5.0;4.0;3.0;3.0;2.0;8.0;1.0;3.0;4.0;4.0;3.0;4.0;2.0;4.0;6.0;2.0;6.0;4.0;;Y;;;;;Thanks;1123.96;44.63;76.27;36.94;58.07;36.13;47.9;50.8;61.43;52.06;80.56;39.57;31.32;189.99;1;1;0;1;1;0;0;1;1;1;0;1;1;0;0;1;0;1;1;0;1;0;1;0;8;6;0;0.6666666666666666;0.6666666666666666;0.5;0.5;0.5;5.75;5.666666666666667;5.833333333333333;51.30666666666667;4.333333333333333;2.5;2.0;5.0;3.25
